EntityID,entity_Labels,entity_text,
510,"['__Entity__', 'Service', 'Transportation_line']",Ligne,
511,"['__Entity__', 'Religious_building']",Basilique Notre-Dame,
512,"['__Entity__', 'Place']",place de Saint-Gervais,
513,"['__Entity__', 'Infrastructure', 'Tramway', 'Transportation_line', 'TramwayLine']",ligne 18,
514,"['__Entity__', 'Place']",place des XXII-Cantons,
515,"['__Entity__', 'Infrastructure']",gare de Genève-Cornavin,
517,"['__Entity__', 'Location']","46° 10′ 50″ N, 6° 05′ 40″ E 10 Confignon",
518,"['__Entity__', 'Location']","46° 12′ 10″ N, 6° 07′ 59″ E 10 Genève",
519,"['__Entity__', 'Location']","46° 12′ 17″ N, 6° 08′ 36″ E 10 Genève",
520,"['__Entity__', 'Location']","46° 11′ 25″ N, 6° 07′ 09″ E 10 Lancy",
521,"['__Entity__', 'Location']","46° 12′ 34″ N, 6° 08′ 20″ E 10 Genève",
522,"['__Entity__', 'Location']","46° 10′ 43″ N, 6° 05′ 20″ E 10 Confignon",
523,"['__Entity__', 'Location']","46° 11′ 00″ N, 6° 06′ 00″ E 10 Onex",
524,"['__Entity__', 'Location']","46° 12′ 26″ N, 6° 08′ 32″ E 10 Genève",
525,"['__Entity__', 'Location']","46° 11′ 37″ N, 6° 07′ 26″ E 10 Lancy",
526,"['__Entity__', 'Location']","46° 12′ 41″ N, 6° 08′ 04″ E 10 Genève",
527,"['__Entity__', 'Location']","46° 12′ 04″ N, 6° 07′ 48″ E 10 Genève",
528,"['__Entity__', 'Location']","46° 10′ 42″ N, 6° 05′ 04″ E 10 Bernex",
529,"['__Entity__', 'Location']","46° 12′ 48″ N, 6° 07′ 49″ E 10 Genève",
530,"['__Entity__', 'Location']","46° 12′ 35″ N, 6° 08′ 31″ E 10 Genève",
531,"['__Entity__', 'Location']",42″ E 10 Bernex,
532,"['__Entity__', 'Location']","46° 12′ 13″ N, 6° 08′ 26″ E 10 Genève",
533,"['__Entity__', 'Location']","46° 11′ 10″ N, 6° 06′ 26″ E 10 Onex",
534,"['__Entity__', 'Location']","46° 11′ 18″ N, 6° 06′ 50″ E 10 Lancy",
536,"['__Entity__', 'Time']",5 h 10 à 2 h 45,
537,"['__Entity__', 'Vehicle']",Rames,
538,"['__Entity__', 'Vehicle']",Tramways,
539,"['__Entity__', 'Transportation', 'Tram Line', 'Vehicle', 'Transport Type']",Tramway,
540,"['__Entity__', 'GeoCoordinates']","46° 13′ 45″ N, 6° 04′ 57″ E",
541,"['__Entity__', 'GeoCoordinates']","46° 13′ 20″ N, 6° 05′ 47″ E",
542,"['__Entity__', 'GeoCoordinates']","46° 14′ 00″ N, 6° 04′ 39″ E",
543,"['__Entity__', 'Bus Line', 'Vehicle', 'Transportation_Mean']",Bus,
544,"['__Entity__', 'GeoCoordinates']","46° 13′ 06″ N, 6° 06′ 40″ E",
545,"['__Entity__', 'Vehicle', 'Transport Type']",Trolleybus,
546,"['__Entity__', 'GeoCoordinates']","46° 13′ 33″ N, 6° 04′ 59″ E",
547,"['__Entity__', 'Location', 'Station', 'Tram Station', 'Stop']",Stand,
548,"['__Entity__', 'GeoCoordinates']","46° 12′ 55″ N, 6° 07′ 24″ E",
549,"['__Entity__', 'Time']",4 h 40 à 0 h 40,
550,"['__Entity__', 'Speed']","17,45 km/h",
551,"['__Entity__', 'Time']",5 h 10 à 1 h 15,
552,"['__Entity__', 'GeoCoordinates']","46° 14′ 11″ N, 6° 04′ 54″ E",
553,"['__Entity__', 'Service']",Noctambus,
554,"['__Entity__', 'GeoCoordinates']","46° 13′ 11″ N, 6° 06′ 21″ E",
555,"['__Entity__', 'Duration']",50 minutes,
556,"['__Entity__', 'GeoCoordinates']","46° 12′ 59″ N, 6° 07′ 05″ E",
558,"['__Entity__', 'Art_Project']",Art&tram,
559,"['__Entity__', 'Station', 'Building', 'Tram_stop']","Genève, Bel-Air",
560,"['__Entity__', 'Tram Model', 'Tram', 'Vehicle', 'Equipment', 'Vehicle Model']",Stadler Tango,
561,"['__Entity__', 'Institution']",Fonds cantonal d'art contemporain,
562,"['__Entity__', 'Art_Installation']",installation artistique,
563,"['__Entity__', 'Organization', 'Company', 'Community', 'Transportation Authority', 'Fare System']",Unireso,
564,"['__Entity__', 'Vehicle']",rame de tram,
565,"['__Entity__', 'Number_of_trips']","21,516 millions de voyages",
566,"['__Entity__', 'Tramway']",Ligne 71-17,
567,"['__Entity__', 'Art_Collective']",collectif féminin « Les Indociles »,
568,"['__Entity__', 'Art_Installation']",exposition visuelle et sonore,
569,"['__Entity__', 'Zone']",zone 10,
570,"['__Entity__', 'Institution']",Service cantonal de la culture,
571,"['__Entity__', 'Tram Model', 'Tram', 'Vehicle', 'Equipment', 'Vehicle Model']",Bombardier Cityrunner,
574,"['__Entity__', 'Organization', 'Company']",Fondation des Parkings,
575,"['__Entity__', 'Location']",Ligne Longeray-Léaz - Bouveret,
576,"['__Entity__', 'Organization']",Transports publics genevois (TPG),
577,"['__Entity__', 'Organization']",Chemins de fer fédéraux suisses (CFF),
578,"['__Entity__', 'Organization']",Société nationale des chemins de fer français (SNCF),
579,"['__Entity__', 'Location']",Ligne La Roche-sur-Foron - Saint-Gervais-les-Bains,
580,"['__Entity__', 'Organization']",Unireso Léman Pass Lémanis,
581,"['__Entity__', 'Location']",Ligne Aix-les-Bains - Annemasse,
582,"['__Entity__', 'Location']",Ligne Châtelaine (bif) - frontière - Bellegarde,
583,"['__Entity__', 'Organization']",esay,
584,"['__Entity__', 'Location']",Kiosques du tramway CEVA,
585,"['__Entity__', 'Location', 'Infrastructure']",Dépôt de La Jonction,
587,"['__Entity__', 'Tramway', 'Tram Network', 'TramwayNetwork', 'PublicTransportNetwork', 'Tramway System']",Tramway de Genève,
588,"['__Entity__', 'Date']",28 mai 1995,
589,"['__Entity__', 'Location', 'Neighborhood', 'Station', 'Tram Station', 'Stop', 'Landmark']",Plainpalais,
590,"['__Entity__', 'Tram Station', 'Landmark']",Marché,
591,"['__Entity__', 'Tramway']",Ligne 13 du tramway de Genève,
592,"['__Entity__', 'Location', 'Tram Station']",De Staël,
593,"['__Entity__', 'Tram Station', 'Landmark']",Armes,
594,"['__Entity__', 'Location', 'Neighborhood', 'Station', 'Tram Station', 'Landmark', 'Locality']",Palettes,
595,"['__Entity__', 'Location', 'Tram Station', 'Landmark']",Augustins,
596,"['__Entity__', 'Location', 'Tram Station']",Pontets,
597,"['__Entity__', 'Tram Station']",Sismondi,
598,"['__Entity__', 'Organization', 'Company', 'Transportation Company', 'PublicTransportOperator']",Transports publics genevois,
599,"['__Entity__', 'Tram Station', 'Landmark']",Blanche,
600,"['__Entity__', 'Location', 'Station', 'Tram Station', 'Stop']",Cirque,
601,"['__Entity__', 'Tram Station']",Isaac-Mercier / Goulart,
602,"['__Entity__', 'Date']",13 décembre 2003,
603,"['__Entity__', 'Transportation', 'Tramway', 'Tram', 'Train']",Ligne 13,
604,"['__Entity__', 'Location', 'Tram Station']",Trèfle-Blanc,
605,"['__Entity__', 'Transport', 'Tramway']",Ligne 11,
606,"['__Entity__', 'Tram Station']",Ancienne Carouge,
607,"['__Entity__', 'Transportation', 'Vehicle', 'Vehicle Model']",Duewag-Vevey DAV,
608,"['__Entity__', 'Location', 'Tram Station', 'Stop']",Butini,
609,"['__Entity__', 'Location', 'Tram Station', 'Landmark']",Pont-d'Arve,
610,"['__Entity__', 'Date']",11 décembre 2011,
611,"['__Entity__', 'Location', 'Tram Station', 'Stop']",Môle,
613,"['__Entity__', 'Transportation']",Services partiels,
614,"['__Entity__', 'Identifier']",Indice,
615,"['__Entity__', 'Transportation']",Be 4/8,
616,"['__Entity__', 'TransportLine', 'Line', 'Transportation']",Ligne D,
617,"['__Entity__', 'Date']",27 mai 1995,
618,"['__Entity__', 'Transportation', 'Place']",Gare,
619,"['__Entity__', 'Organization', 'Company', 'Transportation Network', 'Transportation Company']",TPG,
620,"['__Entity__', 'Location']",Blanche Armes,
621,"['__Entity__', 'Transportation']",Be 4/6,
622,"['__Entity__', 'Transportation']",Tramway Genève-Saint-Julien-en-Genevois,
623,"['__Entity__', 'Location']",Marché Ancienne,
625,"['__Entity__', 'TramwayLine']",ligne 13,
626,"['__Entity__', 'Location', 'TramwayStop']",Rondeau de Carouge,
627,"['__Entity__', 'TramwayLine']",lignes 12 entre Plainpalais et Palettes et 15 entre Plainpalais et Nations,
631,"['__Entity__', 'Organization']",TAC,
632,"['__Entity__', 'City']",Évian-les-Bains,
633,"['__Entity__', 'Organization']",TER Auvergne-Rhône-Alpes Tramway,
634,"['__Entity__', 'Organization']",SIBRA,
635,"['__Entity__', 'Organization']",Mobi'Vals,
636,"['__Entity__', 'Region']",Auvergne-Rhône-Alpes,
637,"['__Entity__', 'Organization']",Star't,
638,"['__Entity__', 'Country']",Suisse,
639,"['__Entity__', 'Organization', 'Company']",Lémanis,
640,"['__Entity__', 'Organization']",ÉVA'D,
641,"['__Entity__', 'Infrastructure', 'Transport Route']",Ligne Châtelaine,
642,"['__Entity__', 'Region', 'Location', 'Geographical Area']",Haute-Savoie,
643,"['__Entity__', 'City']",Saint-Gervais-les-Bains,
644,"['__Entity__', 'City', 'Location']",Nyon,
645,"['__Entity__', 'Organization']",Mouettes genevoises,
646,"['__Entity__', 'Infrastructure', 'Landmark']",Dépôt du Bachet-de-Pesay,
647,"['__Entity__', 'Infrastructure', 'Transport Route']",Ligne Lausanne,
648,"['__Entity__', 'City']",Thonon-les-Bains,
649,"['__Entity__', 'Organization', 'Company']",CFF,
650,"['__Entity__', 'Organization']",TPN,
651,"['__Entity__', 'Organization']",Cars Région,
652,"['__Entity__', 'City', 'Location']",Bellegarde,
653,"['__Entity__', 'Organization', 'Transport Type']",Autobus de Genève,
654,"['__Entity__', 'Country', 'Location']",France,
655,"['__Entity__', 'City']",Bouveret,
656,"['__Entity__', 'Infrastructure', 'Transport Route']",Ligne Longeray-Léaz,
657,"['__Entity__', 'Organization', 'Location', 'Project', 'Infrastructure', 'Line', 'Railway Line', 'Train', 'Transport Route', 'PublicTransportStop']",CEVA,
658,"['__Entity__', 'Organization', 'Company', 'Station']",SNCF,
659,"['__Entity__', 'Organization']",Unireso/Léman Pass Trolleybus,
660,"['__Entity__', 'City']",Tonkin,
661,"['__Entity__', 'Organization']",Unireso Léman Pass,
662,"['__Entity__', 'City', 'Location']",Annecy,
663,"['__Entity__', 'Organization']",Arv'i Proxim'iTi,
664,"['__Entity__', 'Infrastructure', 'Transport Route']",Ligne La Roche-sur-Foron,
665,"['__Entity__', 'City']",Aix-les-Bains,
666,"['__Entity__', 'Organization', 'Transport Type']",Trolleybus de Genève,
668,"['__Entity__', 'Tram Depot', 'Depot']",Bachet-de-Pesay En Chardon,
669,"['__Entity__', 'Tram Line']",Ligne 15 du tramway de Genève,
670,"['__Entity__', 'Location', 'Tram Stop']","Perly, En Louche",
671,"['__Entity__', 'Location', 'Tram Stop']","Saint-Julien-en-Genevois, Mössingen",
672,"['__Entity__', 'Tram Stop']","Plan-les-Ouates, ZIPLO - Genève, Nations",
673,"['__Entity__', 'Location', 'Tram Stop']","Perly, douane",
674,"['__Entity__', 'Location', 'Station', 'Tram Stop', 'Stop']","Plan-les-Ouates, ZIPLO",
675,"['__Entity__', 'Tram Stop']",Douane de Perly,frontière
676,"['__Entity__', 'Location', 'Station', 'Tram Stop']","Grand-Lancy, Lancy Piscine",
677,"['__Entity__', 'Location', 'Tram Stop']","Saint-Julien-en-Genevois, centre",
678,"['__Entity__', 'Tram Infrastructure', 'InfrastructureType']",Manuelle (marche à vue),
679,"['__Entity__', 'City', 'Location', 'District', 'Municipality', 'Industrial Area']",Plan-les-Ouates,
680,"['__Entity__', 'City', 'Location', 'Tram Stop']",Saint-Julien-en-Genevois,
681,"['__Entity__', 'Location', 'Station', 'Tram Stop']","Plan-les-Ouates, Le Rolliet",
682,"['__Entity__', 'Location', 'Station', 'Tram Stop']","Grand-Lancy, Curé-Baud",
683,"['__Entity__', 'Location', 'Station', 'Place', 'Tram Stop']","Grand-Lancy, Place du 1er-Août",
684,"['__Entity__', 'Location', 'Tram Stop']","Perly, Ravières",
685,"['__Entity__', 'Location', 'Tram Stop']","Grand-Lancy, Mairie de L",
687,"['__Entity__', 'Place']","Genève, Stand",
688,"['__Entity__', 'Place']","Genève, Maison de la Paix",
689,"['__Entity__', 'Station', 'Place', 'Stop', 'Tram_stop']","Genève, Nations",
690,"['__Entity__', 'Station', 'Place', 'PublicTransportStop', 'Tram_stop']","Carouge, Pictet-Thellusson",
691,"['__Entity__', 'School']","Genève, Collège Sismondi",
692,"['__Entity__', 'Train station']","Lancy-Pont-Rouge, gare/Étoile Route des Jeunes (Voie centrale)",
693,"['__Entity__', 'Neighborhood', 'Station', 'PublicTransportStop', 'Tram_stop']","Genève, Industrielle",
694,"['__Entity__', 'Station', 'Place', 'Building', 'PublicTransportStop', 'Tram_stop']","Genève, Uni-Mail",
695,"['__Entity__', 'Place']","Genève, Cirque",
696,"['__Entity__', 'Location', 'Station', 'Train station', 'PublicTransportStop']","Lancy-Pont-Rouge, gare",
697,"['__Entity__', 'Neighborhood', 'Station', 'PublicTransportStop', 'Tram_stop']","Genève, Acacias",
698,"['__Entity__', 'Neighborhood', 'Building', 'PublicTransportStop', 'Tram_stop']","Genève, Plainpalais",
699,"['__Entity__', 'Train station']",Terminus de la ligne 17 Gare de Lancy-Pont-Rouge,
700,"['__Entity__', 'Station', 'Office']","Grand-Lancy, Mairie de Lancy",
701,"['__Entity__', 'Place']","Genève, Butini",
702,"['__Entity__', 'Place']","Genève, Môle",
704,"['__Entity__', 'Location', 'Station', 'Transportation Hub']",Genève-Aéroport,
705,"['__Entity__', 'Location']",Le Rolliet,
706,"['__Entity__', 'Location']",Lancy Piscine,
707,"['__Entity__', 'Location', 'Station', 'Stop', 'Business']",Uni-Mail,
708,"['__Entity__', 'Location', 'Station']",En Louche,
709,"['__Entity__', 'City', 'Location']",Julien-en-Genevois,
710,"['__Entity__', 'Location']",Place du 1er-Août,
711,"['__Entity__', 'Location', 'PublicTransportStop', 'Tram_stop']",Route des Jeunes (Voie centrale),
712,"['__Entity__', 'Location', 'Station']",Ravières,
713,"['__Entity__', 'Location', 'Station', 'Stop', 'Business']",Pictet-Thellusson,
714,"['__Entity__', 'Location', 'Station', 'Stop']",Industrielle,
715,"['__Entity__', 'Location', 'Station', 'Stop']",Goulart,
716,"['__Entity__', 'Location', 'Station', 'Stop']",Acacias,
717,"['__Entity__', 'Location']",Curé-Baud,
718,"['__Entity__', 'Location', 'Infrastructure', 'Station', 'Train Station', 'PublicTransportStop']",Gare de Lancy-Pont-Rouge,
719,"['__Entity__', 'Location', 'Border']",Douane de Perly,
720,"['__Entity__', 'Location', 'Government']",Mairie de Lancy,
721,"['__Entity__', 'Location', 'Station', 'Stop']",Mercier,
722,"['__Entity__', 'Location', 'Station']","Lancy-Bachet, gare",
723,"['__Entity__', 'Location', 'Station', 'PublicTransportStop']","Lancy-Pont-Rouge, gare/Étoile",
724,"['__Entity__', 'Location', 'Station']",Gare de Genève-La Praille,
725,"['__Entity__', 'Location', 'Station', 'PublicTransportStop']","Annemasse, Parc Montessuit",
726,"['__Entity__', 'Location', 'Station']",Mössingen,
727,"['__Entity__', 'Location', 'Station', 'Tram_stop']","Thônex, Moillesulaz",
728,"['__Entity__', 'City', 'Location', 'Customs']",Perly,
730,"['__Entity__', 'TransportationLine']",Ligne Lausanne – Genève vers Lausanne,
731,"['__Entity__', 'Location']",Collège Sismondi Genève,
732,"['__Entity__', 'Location', 'Station']",Gare de Genève-Sécheron,
733,"['__Entity__', 'Line', 'TransportationLine']",Ligne de Longeray-Léaz au Bouveret,
734,"['__Entity__', 'TransportationLine']","Ligne 18 vers « Meyrin, CERN »",
735,"['__Entity__', 'TransportationLine']","Ligne 12 et 18 vers « Lancy-Bachet, gare » et « Grand-Lancy, Palettes »",
736,"['__Entity__', 'TransportationLine']","Lignes 12, 17 et 18 vers « Thônex, Moillesulaz », « Annemasse, Parc Montessuit » et « Meyrin, CERN »",
739,"['__Entity__', 'Bus']",Lignes 12 et 18,
740,"['__Entity__', 'Train']",Lausanne – Genève,
741,"['__Entity__', 'Location', 'Station', 'Street']",Route des Jeunes,
742,"['__Entity__', 'Line', 'Bus']","Lignes 12, 17 et 18",
743,"['__Entity__', 'Station', 'School', 'Stop']",Collège Sismondi,
744,"['__Entity__', 'Bus']",Lignes 14 et 18,
745,"['__Entity__', 'City']",Geneva,
747,"['__Entity__', 'Location', 'Government Building']",Mairie,
748,"['__Entity__', 'Tramway']",Lignes 9 et 29,
749,"['__Entity__', 'Cemetery']",Cimetière du Grand-Lancy,
750,"['__Entity__', 'Tramway']",Ligne 2,
751,"['__Entity__', 'Bus']",Ligne d'autobus X,
752,"['__Entity__', 'Location']",Pont-Rouge,
753,"['__Entity__', 'Hospital']",Hôpital cantonal,
754,"['__Entity__', 'Location']",Plaine de Plainpalais,
755,"['__Entity__', 'Parking']",parking privatif,
756,"['__Entity__', 'Period']",tout au long de la plage payante,
757,"['__Entity__', 'Place']",place Jean-Jacques Rousseau,
758,"['__Entity__', 'PhoneNumber']",04 50 87 62 73,
759,"['__Entity__', 'Construction']",plateforme de la future fontaine,
760,"['__Entity__', 'Period']",du 15 au 22 février 2024,
761,"['__Entity__', 'Date']",lundi 19 février 2024,
762,"['__Entity__', 'Period']",du n°9 au n°24,
763,"['__Entity__', 'Parking']",parking Libération,
764,"['__Entity__', 'Company']",société SAGS,
765,"['__Entity__', 'Task']",effectue une coupure d’eau pour les tests préalables et le raccordement de la conduite principale,
766,"['__Entity__', 'Period']",avant jeudi 15 février 7h30,
767,"['__Entity__', 'Period']",après 18h,
768,"['__Entity__', 'Period']",le week-end,
769,"['__Entity__', 'Project']",cadre des travaux de piétonnisation,
770,"['__Entity__', 'Period']",jusqu’à la réouverture de la circulation dans la rue des Vétérans,
772,"['__Entity__', 'Building']",Immeuble,
773,"['__Entity__', 'Organization']",Service Eau et Assainissement d’Annemasse Agglo,
774,"['__Entity__', 'Street']",Rue Adrien Ligué,
775,"['__Entity__', 'Street']",Rue Albert Montfort,
777,"['__Entity__', 'Infrastructure']",réseau de gaz,
778,"['__Entity__', 'Result']",libérer la place pour les futures lignes aériennes de contact,
779,"['__Entity__', 'Date']",24 janvier 2024,
780,"['__Entity__', 'Infrastructure']",Futures lignes aériennes de contact,
781,"['__Entity__', 'Object']",2 arbres,
782,"['__Entity__', 'Event']",Coupure gaz,
783,"['__Entity__', 'Event']",Suppression des arbres rue des Voirons,
784,"['__Entity__', 'Date']",1er février,
785,"['__Entity__', 'Date']",18 février 2024,
786,"['__Entity__', 'Location']",future aire piétonne,
787,"['__Entity__', 'Resource']",électricité,
788,"['__Entity__', 'Date']",1er février 2024,
789,"['__Entity__', 'Object']",macaron,
790,"['__Entity__', 'Location']",Croisement des rues Vétérans/ Gare,
791,"['__Entity__', 'Concept']",Accès riverains,
792,"['__Entity__', 'Project']",Travaux de prolongement du Tram,
797,"['__Entity__', 'Date']",11 décembre,
798,"['__Entity__', 'Date']",05 décembre 2023,
800,"['__Entity__', 'Date']",18/12/2023,
801,"['__Entity__', 'Organization']",Maison de l’Eau,
802,"['__Entity__', 'Activity']",réfection du réseau d’eau potable,
803,"['__Entity__', 'PhoneNumber', 'ContactInfo']",04.50.87.62.73,
804,"['__Entity__', 'Event']",Fermeture,
805,"['__Entity__', 'Activity']",ordement du réseau d’eau potable neuf au réseau existant,
806,"['__Entity__', 'Activity']",raccordement de l’immeuble,
807,"['__Entity__', 'Activity']",démontage d’une grue,
808,"['__Entity__', 'Activity']",effectue une coupure d’eau,
809,"['__Entity__', 'Duration']",10:30,
810,"['__Entity__', 'Service']",Eau et Assainissement,
812,"['__Entity__', 'Organization', 'Company']",Service de l’Eau et de l’Assainissement,
813,"['__Entity__', 'Action']",coupure d’eau,
814,"['__Entity__', 'Date']",le lundi 4 décembre 2023,
815,"['__Entity__', 'Time']",8h,
816,"['__Entity__', 'Time']",17h,
817,"['__Entity__', 'Location']",avenue Henri Barbusse / route des Vallées,
820,"['__Entity__', 'Event']",travaux de réfection,
821,"['__Entity__', 'Location']",Rue des Tournelles,
822,"['__Entity__', 'Infrastructure']",réseau d’eau potable,
823,"['__Entity__', 'Location', 'Street', 'Avenue']",Avenue Henri Barbusse,
824,"['__Entity__', 'Event']",fermeture,
825,"['__Entity__', 'Time']",nuit de mardi 21 novembre 2023,
826,"['__Entity__', 'Location']",Rue de Faucigny,
827,"['__Entity__', 'Location', 'Street']",Route des Vallées,
828,"['__Entity__', 'Event']",coupures d’eau,
829,"['__Entity__', 'Location']",Avenue du Giffre,
830,"['__Entity__', 'Time']",nuit de mercredi 22 novembre 2023,
831,"['__Entity__', 'Location', 'Street']",rue Fleutet,
832,"['__Entity__', 'Location', 'Street']",rue Platanes,
833,"['__Entity__', 'Company']",Service Eau et Assainissement d'Annemasse Agglo,
834,"['__Entity__', 'Event']",changement de collecte,
835,"['__Entity__', 'Time']",nuit de lundi 20 novembre 2023,
838,"['__Entity__', 'Organization']",service de l’eau d’Annemasse Agglo,
840,"['__Entity__', 'Location']",Parkings Relais Altéa,
841,"['__Entity__', 'Location', 'Intersection']",rond-point de l’Etoile,
842,"['__Entity__', 'Street']",rue du Stade Albert Baud,
843,"['__Entity__', 'Organization']",TAC Mobilités,
844,"['__Entity__', 'BusLine']",ligne de bus Tango,
845,"['__Entity__', 'Street']",avenue Alfred Bastin,
846,"['__Entity__', 'Location']",Parkings Relais Jean-Monnet,
847,"['__Entity__', 'Website']",www. tac-mobilites.fr,
848,"['__Entity__', 'Person']",usagers,
849,"['__Entity__', 'Street']",rue du Beulet,
850,"['__Entity__', 'PhoneNumber']",0 800 00 19 53,
851,"['__Entity__', 'Status']",fermée à la circulation,
852,"['__Entity__', 'Street']",rue Madame Fleutet,
853,"['__Entity__', 'BusStop']",arrêt « Périllat Lycée »,
854,"['__Entity__', 'BusLine']",même trajet que la ligne 3,
855,"['__Entity__', 'Street']",avenue de Verdun,
856,"['__Entity__', 'Status']",impasse,
857,"['__Entity__', 'Street']",rue Pasteur,
858,"['__Entity__', 'Street']",avenue Jules Ferry,
859,"['__Entity__', 'Location']",centre-ville d’Annemasse,
861,"['__Entity__', 'Street']",rue Aristide Briand,
862,"['__Entity__', 'Business']",commerces,
863,"['__Entity__', 'Location', 'PublicTransportStop']",Point de rebroussement,
864,"['__Entity__', 'Facility']",En Chardon,
865,"['__Entity__', 'Infrastructure']",Conduite,
866,"['__Entity__', 'Location', 'Station', 'Business', 'Landmark']",ZIPLO,
867,"['__Entity__', 'Infrastructure']",Manuelle,
868,"['__Entity__', 'Infrastructure']",Marche à vue,
869,"['__Entity__', 'Location']",Frontière,
870,"['__Entity__', 'Location']",Fin de la phase 1,
871,"['__Entity__', 'Location']","vers « Lancy-Bachet, gare »",
872,"['__Entity__', 'Location']",", 17",
873,"['__Entity__', 'Location']",Lignes 12,
874,"['__Entity__', 'Location']",et 18,
875,"['__Entity__', 'Location']",Lignes 14,
876,"['__Entity__', 'Location', 'Stop']",gare Cornavin,
877,"['__Entity__', 'Location', 'Line', 'Transportation Line']",Ligne Lausanne – Genève,
878,"['__Entity__', 'Location', 'Stop']",Maison de la Paix,
879,"['__Entity__', 'Location']",Terminus,
880,"['__Entity__', 'Location']","vers « Meyrin, Gravière »",
881,"['__Entity__', 'Location']","vers « Thônex, Moillesulaz »",
882,"['__Entity__', 'Location']",", « Annemasse, Parc Montessuit »",
883,"['__Entity__', 'Location']","et « Meyrin, CERN »",
884,"['__Entity__', 'Location', 'Tramway Line']",ligne 17,
885,"['__Entity__', 'Location']",Jonction,
886,"['__Entity__', 'Location']","et « Grand-Lancy, Palettes »",
887,"['__Entity__', 'Location']",gare/Étoile,
888,"['__Entity__', 'Location']",(Voie centrale),
889,"['__Entity__', 'Location']","vers « Bernex, Vailly »",
890,"['__Entity__', 'Location']",gare de Genève-La Praille,
891,"['__Entity__', 'Location']",En Louche A 1,
892,"['__Entity__', 'Location']",frontière Perly,
893,"['__Entity__', 'Location']",Ravières Perly,
894,"['__Entity__', 'Location']",douane Perly,
895,"['__Entity__', 'Location']",Mössingen Point de rebroussement,
896,"['__Entity__', 'Location']",Point de rebroussement Grand-Lancy,
897,"['__Entity__', 'Location']",Point de rebroussement Plan-les-Ouates,
898,"['__Entity__', 'Location']",gare/Étoile Route des Jeunes,
899,"['__Entity__', 'Location']",Palettes Grand-Lancy,
900,"['__Entity__', 'Location']",gare Terminus de la ligne 17,
901,"['__Entity__', 'Location']",ZIPLO Plan-les-Ouates,
902,"['__Entity__', 'Location']",centre Saint-Julien-en-Genevois,
903,"['__Entity__', 'Node']",Indust,
904,"['__Entity__', 'Location']",Place du 1er-Août Grand-Lancy,
905,"['__Entity__', 'Station']",Gare de Saint-Julien-en-Genevois,
906,"['__Entity__', 'Station']",Lancy-Pont-Rouge CEVA,
908,"['__Entity__', 'Location']",Palais des Nations,
910,"['__Entity__', 'Coordinate']","46° 10′ 30″ N, 6° 06′ 58″ E",
911,"['__Entity__', 'Coordinate']","46° 11′ 15″ N, 6° 07′ 38″ E",
912,"['__Entity__', 'Coordinate']","46° 10′ 17″ N, 6° 06′ 30″ E",
913,"['__Entity__', 'Coordinate']","46° 10′ 55″ N, 6° 07′ 15″ E",
914,"['__Entity__', 'Coordinate']","46° 10′ 26″ N, 6° 07′ 46″ E",
915,"['__Entity__', 'Coordinate']","46° 10′ 00″ N, 6° 06′ 12″ E",
916,"['__Entity__', 'Coordinate']","46° 11′ 20″ N, 6° 07′ 51″ E",
917,"['__Entity__', 'Zone']",10,
918,"['__Entity__', 'Coordinate']","46° 11′ 25″ N, 6° 08′ 02″ E",
919,"['__Entity__', 'Coordinate']","46° 11′ 03″ N, 6° 07′ 19″ E",
920,"['__Entity__', 'Coordinate']","46° 10′ 45″ N, 6° 07′ 18″ E",
922,"['__Entity__', 'Tram']",Tramway Genève,
923,"['__Entity__', 'Bus']",Bus Genève,
924,"['__Entity__', 'Trolleybus']",Trolleybus Bus Genève,
925,"['__Entity__', 'CFF']",CFF Léman Express Tramway Trolleybus Bus Genève,
926,"['__Entity__', 'Tram']",Tramway Bus Genève,
928,"['__Entity__', 'Zone', 'Fare Zone', 'Tariff Zone']",Zone 10,
929,"['__Entity__', 'Traffic Count']","12,953 millions de voyages",
931,"['__Entity__', 'Year', 'Date']",2022,
932,"['__Entity__', 'Construction Site']",Chantier,
933,"['__Entity__', 'Date']",Late 2023,
934,"['__Entity__', 'Work', 'Preparatory Work']",Premiers travaux préparatoires,
935,"['__Entity__', 'Year']",2013,
936,"['__Entity__', 'Road']",Perly-Certoux,
937,"['__Entity__', 'Action']",Building Construction,
938,"['__Entity__', 'Action']",Demolition,
939,"['__Entity__', 'Date']",December 2,
940,"['__Entity__', 'Date']",December 31,
941,"['__Entity__', 'Month']",June,
942,"['__Entity__', 'Construction Phase']",Seconde phase,
943,"['__Entity__', 'Highway']",Autoroute A1,
944,"['__Entity__', 'Date']",Late 2021,
945,"['__Entity__', 'Date']",Early 2020,
946,"['__Entity__', 'Year']",2026,
947,"['__Entity__', 'Building']",Perly Customs,
948,"['__Entity__', 'Year']",2016,
949,"['__Entity__', 'Concept']",Urban Planning,
950,"['__Entity__', 'Government', 'Administrative Division', 'Administrative_Division']",Canton,
951,"['__Entity__', 'Year', 'Date']",2021,
952,"['__Entity__', 'Year']",2019,
953,"['__Entity__', 'Currency']","24,4 million euros",
954,"['__Entity__', 'Neighborhood']",Cherpines-Charrotons,
955,"['__Entity__', 'Action']",Serving Cherpines,
956,"['__Entity__', 'Neighborhood']",Boucle des Palettes,
957,"['__Entity__', 'Year']",2015,
958,"['__Entity__', 'Country']",Switzerland,
